aX,aY,aZ,gX,gY,gZ
-0.321,-0.294,1.689,-24.597,-103.088,-25.574
-0.490,-0.453,2.050,-12.878,-99.670,-36.377
-0.257,-0.495,1.981,24.109,-60.425,-33.081
-0.184,-0.618,1.970,-4.150,-37.598,-19.653
-0.310,-0.778,2.153,-90.271,-61.584,-27.344
-0.392,-0.641,2.187,-116.333,-69.214,-13.977
-0.329,-0.584,2.292,-100.220,-70.068,-5.127
-0.259,-0.452,2.304,-43.640,-68.359,4.944
-0.183,-0.340,2.353,-0.427,-61.401,10.864
-0.097,-0.342,2.366,2.563,-54.932,5.981
-0.036,-0.310,2.329,-14.587,-42.358,2.380
-0.073,-0.358,2.185,-44.739,-22.461,-0.183
-0.057,-0.333,1.935,-64.209,-1.160,6.348
-0.037,-0.292,1.694,-77.515,13.184,13.123
-0.044,-0.227,1.510,-79.712,17.944,17.944
-0.035,-0.187,1.326,-68.298,18.311,18.799
-0.031,-0.183,1.183,-46.509,14.282,17.700
-0.054,-0.228,1.062,-29.419,7.690,17.517
-0.063,-0.209,0.968,-25.818,2.319,21.301
-0.050,-0.118,0.898,-33.508,-4.211,26.001
-0.029,-0.027,0.860,-41.565,-11.230,27.466
-0.004,0.055,0.879,-40.466,-18.799,25.452
0.036,0.132,0.952,-28.748,-25.208,20.569
0.073,0.129,1.042,-7.385,-29.907,13.184
0.090,0.071,1.131,11.475,-28.687,5.554
0.083,-0.009,1.159,13.489,-19.958,0.122
0.057,-0.052,1.116,1.831,-7.629,-1.587
0.032,-0.037,1.041,-10.376,3.845,-1.160
-0.001,-0.027,0.964,-13.367,11.108,-1.648
-0.040,-0.053,0.916,-9.277,13.184,-4.150
-0.062,-0.115,0.902,-3.845,11.719,-6.592
-0.077,-0.184,0.902,1.465,8.972,-7.935
-0.073,-0.219,0.920,3.967,5.920,-7.690
-0.067,-0.233,0.923,6.958,3.113,-6.714
-0.055,-0.219,0.931,13.977,0.488,-5.188
-0.027,-0.185,0.953,19.043,-1.404,-4.089
-0.008,-0.132,0.978,21.484,-2.014,-4.822
-0.000,-0.089,1.004,26.245,-1.343,-7.385
0.009,-0.127,1.052,32.959,-0.793,-10.498
0.002,-0.181,1.101,34.363,1.892,-12.695
0.003,-0.220,1.128,25.452,8.728,-11.597
0.008,-0.231,1.123,10.864,17.212,-7.263
-0.006,-0.220,1.079,-3.601,24.292,-2.869
-0.011,-0.183,0.993,-14.343,31.006,1.343
-0.008,-0.145,0.922,-17.334,32.166,4.211
-0.001,-0.116,0.866,-12.817,30.029,5.615
0.006,-0.085,0.834,-7.324,26.001,5.981
0.007,-0.059,0.802,-1.160,21.240,5.310
0.007,-0.050,0.789,5.798,15.869,4.333
0.005,-0.052,0.789,10.010,10.681,3.174

0.043,-0.124,0.909,-2.075,-5.554,-1.160
0.041,-0.120,0.904,-2.014,-6.165,-1.038
0.044,-0.123,0.906,-1.831,-6.775,-0.916
0.044,-0.121,0.915,-1.160,-7.690,-0.793
0.040,-0.116,0.916,-1.587,-8.301,-0.549
0.031,-0.112,0.910,-2.869,-8.606,-0.427
0.022,-0.101,0.910,-4.761,-9.338,0.061
0.031,-0.095,0.918,-4.150,-10.559,0.793
0.022,-0.104,0.928,0.916,-12.573,0.977
0.018,-0.106,0.947,5.432,-14.343,1.465
0.018,-0.117,0.950,8.179,-15.503,2.441
0.011,-0.131,0.955,10.132,-16.785,3.601
0.012,-0.134,0.959,10.254,-18.005,5.249
0.009,-0.137,0.956,10.803,-18.799,6.409
0.011,-0.145,0.950,12.207,-19.775,7.690
0.022,-0.137,0.954,12.146,-21.118,8.972
0.030,-0.126,0.949,11.841,-21.667,10.010
0.034,-0.118,0.936,11.841,-21.790,10.620
0.036,-0.101,0.914,10.254,-20.935,10.864
0.028,-0.062,0.880,5.554,-19.653,10.193
-0.001,-0.046,0.855,2.380,-18.738,7.874
-0.030,-0.060,0.839,-0.061,-18.982,4.456
-0.043,-0.107,0.849,-4.639,-19.165,1.099
-0.056,-0.201,0.886,-7.324,-20.752,-1.709
-0.070,-0.272,0.898,-8.789,-21.729,-3.052
-0.048,-0.353,0.921,-13.733,-22.766,-1.892
-0.011,-0.432,0.940,-18.066,-24.170,1.709
0.039,-0.471,0.967,-16.357,-26.978,7.812
0.059,-0.490,0.988,-12.451,-29.480,15.015
-0.026,-0.568,0.918,-13.794,-27.649,21.484
-0.133,-0.591,0.751,-31.799,-23.499,34.912
-0.095,-0.420,0.464,-57.922,-37.903,72.754
-0.111,-0.160,0.437,-87.280,-78.735,100.403
-0.261,-0.014,0.370,-112.000,-102.966,86.243
-0.232,0.083,0.314,-120.239,-125.671,80.261
-0.221,0.184,0.485,-87.280,-160.156,72.327
-0.234,0.266,0.841,-30.579,-193.604,48.828
-0.422,0.255,1.477,23.926,-213.867,10.803
-0.661,-0.105,2.249,91.248,-221.497,-31.921
-0.879,-0.653,2.962,160.767,-205.566,-62.073
-0.908,-1.177,3.672,190.247,-168.091,-65.063
-0.937,-1.595,4.000,179.626,-114.746,-48.706
-1.175,-1.894,4.000,132.507,-39.978,-18.921
-1.268,-1.804,4.000,62.012,42.053,26.428
-1.188,-1.250,3.910,4.578,114.807,80.750
-1.179,-0.821,3.607,-12.024,162.964,119.507
-1.240,-0.486,3.243,7.202,194.214,144.592
-1.169,0.005,2.901,28.687,213.745,167.847
-0.991,0.585,2.551,44.922,229.065,182.983
-0.792,1.098,2.207,77.637,240.051,183.411
-0.608,1.542,1.916,115.601,250.061,171.631
-0.476,1.825,1.586,153.687,264.465,147.583
-0.341,2.122,1.020,158.508,291.687,114.014
-0.344,2.217,0.157,105.713,321.228,58.228
-0.437,2.044,-0.853,32.837,340.881,-1.892
-0.517,1.313,-1.836,-26.184,333.984,-49.194
-0.524,0.550,-2.509,-66.589,290.710,-64.514
-0.409,0.095,-3.080,-99.731,230.957,-53.101
-0.297,-0.045,-3.402,-106.567,154.907,-42.358
-0.194,-0.035,-3.402,-60.608,71.472,-31.921
-0.048,0.010,-3.109,2.441,0.244,-23.926
0.088,0.083,-2.681,46.936,-46.448,-19.897
0.157,0.243,-2.389,47.302,-58.594,-17.578
0.201,0.346,-2.208,16.724,-47.058,-19.470
0.133,0.302,-2.013,-0.732,-39.307,-33.813
-0.004,0.123,-1.756,6.287,-40.222,-52.673
-0.146,-0.138,-1.427,10.010,-46.387,-67.444
-0.229,-0.459,-1.073,-2.319,-58.594,-71.716
-0.297,-0.615,-0.623,-33.203,-79.895,-66.223
-0.337,-0.681,-0.064,-71.655,-108.887,-54.321
-0.323,-0.663,0.509,-83.130,-135.620,-39.856
-0.325,-0.653,1.135,-58.411,-160.095,-31.372
-0.377,-0.612,1.719,-22.400,-178.040,-28.625
-0.227,-0.491,2.218,-10.437,-184.326,-29.724
-0.382,-0.209,2.770,-0.793,-183.472,-34.241
-0.001,-0.291,3.003,42.419,-159.119,-41.199
0.062,-0.221,3.065,88.562,-115.173,-33.508
0.120,-0.452,3.190,43.335,-99.304,-41.382
0.131,-0.578,3.066,-37.354,-78.308,-44.250
0.076,-0.505,2.869,-100.952,-56.641,-35.034
0.183,-0.615,2.585,-102.905,-42.664,-29.541
0.076,-0.429,2.162,-103.638,-10.315,-17.029
0.083,-0.369,1.668,-134.033,22.766,-10.620
-0.042,-0.427,1.423,-141.785,17.273,-10.376
-0.077,-0.488,1.224,-126.465,3.418,-8.972
-0.022,-0.371,1.068,-104.675,-12.451,-3.906
-0.022,-0.193,0.980,-76.477,-32.837,0.427
-0.039,-0.081,0.929,-48.218,-49.683,3.235
-0.063,-0.004,0.949,-27.039,-57.678,7.751
-0.052,0.013,0.981,-18.616,-53.772,8.484
-0.029,-0.005,1.049,-10.376,-47.852,1.526
-0.019,-0.067,1.095,9.155,-42.114,-4.028
-0.035,-0.145,1.110,20.630,-34.424,-7.996
-0.063,-0.204,1.094,13.855,-24.048,-8.484
-0.065,-0.194,1.033,-4.272,-14.099,-5.371
-0.073,-0.159,0.968,-17.639,-8.240,-1.099
-0.086,-0.132,0.932,-17.822,-6.409,2.380
-0.090,-0.140,0.917,-8.911,-7.019,3.296
-0.100,-0.156,0.907,-0.916,-8.911,3.052
-0.114,-0.157,0.915,2.136,-11.719,3.052
-0.105,-0.149,0.934,2.014,-14.526,4.150
-0.086,-0.143,0.991,2.136,-17.883,4.517
-0.069,-0.140,1.060,5.859,-21.057,2.686
-0.055,-0.151,1.125,11.902,-21.301,1.282
-0.043,-0.175,1.179,18.127,-19.653,0.000
-0.044,-0.222,1.200,23.499,-14.893,-1.282
-0.051,-0.262,1.202,22.583,-8.301,-1.526
-0.057,-0.272,1.178,14.648,-0.488,-0.122
-0.053,-0.250,1.147,8.667,7.019,2.136
-0.035,-0.219,1.126,7.385,12.573,3.540
-0.013,-0.190,1.086,6.226,17.151,3.723
-0.016,-0.180,1.042,7.324,20.630,3.357
-0.023,-0.188,1.019,9.094,21.606,3.967
-0.011,-0.198,1.000,10.925,21.423,5.554
-0.024,-0.214,0.972,14.221,22.095,6.470
-0.035,-0.218,0.943,15.137,22.522,7.874
-0.031,-0.195,0.903,13.977,22.339,9.888
-0.028,-0.155,0.872,12.939,21.362,10.742
-0.017,-0.110,0.866,14.526,19.653,10.620

0.012,-0.169,0.980,1.770,-5.005,-1.038
0.010,-0.170,0.981,-0.488,-4.028,-0.732
0.012,-0.167,0.977,-2.014,-2.502,-0.549
0.015,-0.165,0.966,-2.197,-1.465,-0.427
0.012,-0.160,0.946,-1.709,-0.793,-0.244
0.012,-0.157,0.930,-0.793,-1.160,-0.061
0.011,-0.157,0.923,0.671,-1.831,0.122
0.010,-0.162,0.925,1.282,-2.869,0.061
0.013,-0.161,0.930,0.854,-3.784,-0.122
0.018,-0.163,0.942,0.977,-4.456,-0.183
0.018,-0.170,0.950,1.404,-4.700,-0.183
0.023,-0.169,0.946,0.183,-4.211,0.000
0.018,-0.159,0.926,-2.075,-3.296,0.061
0.012,-0.147,0.908,-2.441,-2.930,0.122
0.016,-0.142,0.896,-2.625,-3.357,0.061
0.016,-0.144,0.884,-2.686,-3.906,-0.488
0.003,-0.159,0.874,-3.601,-4.639,-0.916
0.009,-0.154,0.869,-4.578,-5.676,-0.671
0.000,-0.160,0.855,-3.723,-6.592,-0.671
-0.005,-0.161,0.837,-4.822,-7.568,-0.854
-0.008,-0.133,0.802,-8.179,-8.484,-1.343
-0.011,-0.066,0.748,-13.123,-9.705,-2.930
0.003,0.062,0.716,-20.874,-12.512,-6.531
0.056,0.171,0.793,-22.522,-17.395,-13.428
0.066,0.159,0.856,-12.024,-20.874,-24.841
0.040,0.156,0.963,-14.832,-18.677,-36.255
0.049,0.052,1.024,-27.649,-12.939,-46.326
0.002,-0.186,1.029,-39.917,-6.592,-53.101
-0.066,-0.377,1.008,-51.575,-2.625,-53.528
-0.130,-0.495,0.969,-56.335,-2.869,-48.950
-0.177,-0.503,0.929,-51.575,-8.423,-40.771
-0.202,-0.419,0.979,-36.377,-20.630,-32.043
-0.206,-0.315,1.116,-13.306,-35.339,-26.733
-0.204,-0.243,1.295,8.240,-47.119,-25.879
-0.219,-0.238,1.525,22.827,-54.993,-28.503
-0.208,-0.230,1.857,28.198,-57.983,-32.349
-0.168,-0.324,2.154,33.569,-53.345,-36.865
-0.168,-0.518,2.420,41.199,-41.687,-40.955
-0.243,-0.810,2.614,42.419,-24.719,-41.138
-0.431,-1.038,2.734,24.536,-4.700,-31.677
-0.431,-1.159,2.760,-1.343,21.545,-7.385
-0.393,-0.964,2.648,3.235,41.504,25.940
-0.367,-0.780,2.713,29.175,28.015,34.485
-0.253,-0.510,2.824,74.890,12.451,51.880
-0.166,-0.325,2.906,113.647,10.803,63.477
-0.100,-0.100,2.836,129.639,27.466,69.763
-0.073,0.047,2.714,129.822,47.180,69.031
-0.083,0.137,2.467,123.901,73.059,74.402
-0.114,0.135,2.097,110.107,100.281,84.167
-0.174,0.135,1.655,88.867,118.164,96.069
-0.161,0.191,1.254,71.655,124.573,101.318
-0.094,0.317,0.890,71.228,122.681,96.130
-0.077,0.529,0.499,76.111,117.065,83.801
-0.006,0.780,0.170,69.275,106.506,65.613
0.119,0.996,-0.054,60.547,90.454,37.354
0.164,1.045,-0.264,46.326,75.989,7.202
0.173,0.845,-0.537,8.789,71.289,-17.334
0.186,0.558,-0.950,-37.415,77.576,-27.222
0.174,0.304,-1.633,-87.585,93.628,-25.391
0.111,0.147,-2.537,-126.160,108.521,-24.048
0.065,0.027,-3.301,-123.718,102.173,-26.733
0.060,-0.088,-3.568,-56.885,61.890,-30.273
0.132,-0.101,-3.378,16.174,7.141,-31.616
0.235,-0.102,-2.878,56.885,-37.842,-32.349
0.225,-0.105,-2.357,72.144,-64.392,-30.884
0.223,-0.072,-1.992,73.303,-69.336,-26.001
0.113,0.002,-1.595,47.424,-74.646,-35.889
-0.019,0.107,-1.292,16.724,-68.176,-35.645
-0.155,0.130,-0.977,-3.418,-63.110,-33.081
-0.272,0.042,-0.544,-7.568,-72.632,-34.607
-0.350,-0.028,-0.074,-9.888,-86.426,-34.302
-0.445,-0.152,0.390,-29.175,-96.375,-34.241
-0.498,-0.137,0.896,-65.491,-104.919,-24.902
-0.495,-0.232,1.419,-92.346,-112.915,-22.949
-0.512,-0.174,1.890,-108.704,-118.530,-39.246
-0.375,-0.204,2.300,-129.578,-116.455,-56.519
-0.467,0.010,2.883,-85.571,-120.117,-59.326
-0.148,-0.045,3.090,57.190,-110.901,-55.481
-0.121,-0.289,3.054,136.780,-81.482,-62.317
-0.206,-0.822,3.216,44.006,-66.895,-91.431
-0.248,-0.797,3.257,-54.199,-59.570,-65.857
-0.096,-1.031,2.783,-70.007,-55.969,-52.795
-0.162,-0.933,2.796,-40.161,-75.073,-42.114
-0.167,-0.800,2.544,-15.808,-59.875,0.427
-0.246,-0.809,2.266,-40.710,-10.193,18.005
-0.179,-0.612,1.655,-89.233,50.720,43.396
-0.132,-0.445,1.326,-108.337,58.594,43.091
-0.065,-0.150,1.151,-100.647,37.720,44.495
-0.082,-0.039,1.052,-83.618,16.052,33.752
-0.020,0.103,1.055,-51.147,-3.601,23.254
0.039,0.099,1.132,-10.742,-23.010,14.160
0.080,0.070,1.284,20.386,-38.330,9.827
0.094,-0.026,1.377,25.146,-35.828,5.371
0.091,-0.109,1.351,7.385,-20.020,-0.183
0.048,-0.156,1.245,-13.855,-2.808,-3.357
-0.015,-0.193,1.103,-28.625,9.766,-4.456
-0.077,-0.246,0.972,-35.156,16.968,-4.150
-0.131,-0.307,0.850,-40.527,19.836,-1.648
-0.175,-0.322,0.757,-48.340,17.578,3.479
-0.178,-0.302,0.715,-46.265,8.728,9.338
-0.173,-0.283,0.708,-33.630,-4.822,12.146
-0.153,-0.214,0.754,-16.113,-17.822,12.451
-0.096,-0.124,0.830,0.061,-25.513,11.292
-0.046,-0.060,0.909,9.155,-27.405,8.423
-0.032,-0.051,0.962,7.141,-23.865,2.991
-0.017,-0.075,1.021,-2.319,-17.639,-2.258
-0.023,-0.128,1.044,-8.667,-9.399,-6.653
-0.047,-0.192,1.066,-11.780,-2.441,-8.789
-0.070,-0.263,1.077,-13.733,3.601,-8.362
-0.073,-0.283,1.064,-16.357,9.094,-5.432
-0.065,-0.262,1.020,-15.747,13.794,-1.526
-0.059,-0.222,0.967,-11.536,16.602,2.197
-0.051,-0.166,0.905,-8.667,17.700,5.676
-0.043,-0.099,0.850,-9.155,17.212,7.812
-0.028,-0.030,0.808,-11.047,15.625,7.874
-0.011,0.008,0.806,-11.780,11.902,5.859
-0.005,0.014,0.822,-9.155,7.019,2.625
0.010,0.011,0.879,-4.089,2.014,-0.427
0.023,-0.011,0.928,3.418,-1.282,-3.235

0.030,-0.114,0.896,-7.324,-3.845,-0.732
0.025,-0.109,0.872,-7.996,-4.089,-0.610
0.023,-0.102,0.864,-5.310,-5.798,-0.488
0.010,-0.109,0.864,-3.235,-7.263,-0.916
0.002,-0.118,0.887,-1.831,-9.338,-1.099
0.000,-0.121,0.916,-1.404,-10.498,-1.282
0.005,-0.118,0.935,0.305,-11.047,-1.465
-0.008,-0.137,0.953,1.587,-11.414,-2.075
-0.013,-0.156,0.971,2.441,-11.108,-1.160
-0.007,-0.154,0.983,2.563,-9.644,0.305
0.001,-0.134,0.980,2.563,-8.240,1.892
0.004,-0.119,0.963,3.235,-6.897,3.052
0.006,-0.106,0.942,3.662,-6.409,3.479
0.004,-0.093,0.902,3.174,-5.798,3.296
0.002,-0.084,0.863,4.333,-5.615,3.357
0.005,-0.085,0.827,6.348,-5.859,3.357
0.005,-0.086,0.792,7.690,-6.409,3.174
0.002,-0.080,0.766,7.080,-7.568,2.625
0.002,-0.082,0.748,6.592,-9.155,1.953
-0.004,-0.094,0.747,6.775,-11.475,1.160
-0.014,-0.120,0.755,7.141,-13.489,0.549
-0.018,-0.142,0.775,3.662,-14.709,0.488
-0.016,-0.128,0.777,-4.578,-14.465,1.099
0.003,-0.113,0.778,-9.155,-14.587,1.587
0.007,-0.107,0.773,-7.385,-15.381,1.221
0.012,-0.110,0.790,-5.798,-17.395,0.549
0.001,-0.117,0.799,-7.812,-18.616,-0.916
-0.004,-0.099,0.799,-14.160,-19.836,-2.625
-0.003,-0.012,0.837,-22.095,-22.400,-4.944
0.007,0.079,0.913,-28.687,-25.146,-11.230
0.007,0.063,1.032,-25.574,-28.198,-21.545
-0.009,-0.042,1.203,-15.198,-33.020,-32.227
-0.021,-0.205,1.368,-9.460,-33.630,-41.260
-0.032,-0.430,1.519,-5.310,-34.485,-46.326
-0.014,-0.543,1.655,1.709,-38.513,-45.044
-0.006,-0.684,1.865,3.418,-43.457,-42.236
-0.018,-0.709,2.100,5.615,-51.514,-39.612
-0.070,-0.674,2.463,19.226,-60.059,-42.419
-0.116,-0.480,2.932,44.250,-66.650,-50.171
-0.109,-0.398,3.527,81.238,-58.350,-61.951
0.005,-0.062,3.692,112.915,-26.917,-64.392
-0.101,-0.278,4.000,104.797,-21.606,-89.966
-0.220,-0.567,4.000,30.579,13.672,-94.604
-0.335,-0.729,3.859,-72.998,59.875,-79.163
-0.474,-0.938,3.521,-105.652,78.918,-54.077
-0.548,-0.985,3.152,-77.576,78.552,-23.010
-0.549,-0.676,2.784,-36.621,73.975,16.846
-0.427,-0.050,2.490,1.770,72.266,57.617
-0.295,0.662,2.137,28.687,84.839,79.346
-0.182,1.269,1.487,34.973,116.760,75.684
-0.056,1.635,0.634,16.907,159.424,47.119
-0.058,1.613,-0.295,-23.071,203.552,6.409
-0.186,1.141,-1.148,-77.576,230.286,-32.227
-0.353,0.458,-1.906,-102.051,229.614,-62.256
-0.465,-0.227,-2.420,-42.969,202.332,-73.669
-0.478,-0.655,-2.770,70.313,155.762,-61.279
-0.368,-0.677,-3.079,158.752,110.535,-35.828
-0.191,-0.476,-3.288,191.772,68.726,-11.108
-0.013,-0.238,-3.224,186.646,26.978,5.981
0.135,-0.012,-2.960,158.936,-7.996,13.428
0.192,0.130,-2.642,118.774,-28.992,9.338
0.139,0.163,-2.351,71.411,-35.278,-0.732
-0.015,0.047,-2.034,24.170,-38.391,-10.315
-0.210,-0.064,-1.694,-15.076,-44.861,-12.939
-0.343,-0.111,-1.286,-35.950,-57.495,-10.986
-0.434,-0.169,-0.810,-36.499,-75.562,-8.301
-0.553,-0.291,-0.277,-41.748,-95.947,-5.249
-0.654,-0.339,0.266,-62.622,-109.375,1.953
-0.621,-0.355,0.763,-84.412,-112.793,7.080
-0.611,-0.269,1.307,-100.586,-112.366,9.705
-0.505,-0.259,1.695,-114.197,-102.478,7.751
-0.395,-0.234,2.002,-106.934,-87.097,15.076
-0.194,-0.142,2.232,-85.083,-72.693,19.897
-0.190,-0.059,2.463,-21.179,-62.439,28.992
0.080,-0.071,2.418,70.984,-39.612,44.556
0.120,0.153,2.286,68.970,-5.188,60.608
0.199,0.137,2.307,-47.363,4.822,42.603
0.354,0.040,2.051,-120.789,-3.662,10.071
0.164,-0.149,2.006,-93.445,-45.044,-19.470
0.034,-0.161,2.155,-46.082,-70.740,-9.094
0.095,-0.123,1.914,-37.354,-24.719,17.944
0.127,-0.137,1.715,-52.185,11.353,27.893
0.123,-0.172,1.713,-37.292,-1.221,18.188
0.101,-0.201,1.687,-7.385,-7.874,17.334
0.100,-0.227,1.763,2.747,-14.832,19.043
0.156,-0.135,1.795,8.667,-14.771,25.085
0.220,-0.033,1.795,14.465,-12.939,28.625
0.242,0.041,1.745,7.996,-12.207,29.053
0.226,0.063,1.624,-4.822,-8.850,27.588
0.195,0.045,1.520,-14.648,-8.240,25.635
0.162,0.019,1.377,-23.804,-5.798,23.010
0.126,0.013,1.247,-30.701,-4.028,21.301
0.101,-0.017,1.123,-31.555,-2.380,18.005
0.099,0.004,1.018,-28.870,-1.709,15.503
0.112,0.012,0.958,-21.301,-3.052,12.634
0.122,0.033,0.949,-12.207,-6.104,9.705
0.133,0.049,0.971,-2.441,-7.935,7.080
0.152,0.035,1.007,9.094,-7.446,5.554
0.145,-0.018,1.028,15.686,-3.784,5.554
0.125,-0.090,1.017,11.658,1.770,7.629
0.108,-0.092,0.987,0.305,7.507,10.254
0.085,-0.128,0.927,-8.972,11.658,10.437
0.078,-0.104,0.906,-20.935,13.733,8.118
0.075,-0.119,0.851,-35.706,14.465,3.479
0.049,-0.137,0.838,-40.100,12.390,-2.075
0.039,-0.139,0.793,-31.067,11.108,-3.479
0.048,-0.110,0.784,-19.653,10.132,-2.075
0.068,-0.070,0.758,-12.451,7.996,-0.793
0.076,-0.030,0.737,-8.362,4.761,-0.488
0.089,-0.014,0.755,-1.709,-0.061,-1.465
0.096,-0.021,0.833,10.376,-5.615,-2.991
0.102,-0.033,0.905,19.958,-9.033,-4.944
0.096,-0.060,0.964,22.522,-8.972,-6.470
0.078,-0.096,0.992,20.935,-6.470,-7.080
0.055,-0.124,0.986,17.883,-2.686,-6.714
0.042,-0.145,0.965,14.526,1.038,-5.676
0.037,-0.144,0.917,8.484,3.052,-5.005
0.045,-0.125,0.877,2.319,2.747,-3.784
0.045,-0.119,0.871,2.197,-0.610,-2.197

0.042,-0.083,0.910,-0.671,-4.211,-0.366
0.046,-0.081,0.916,0.427,-5.371,-0.122
0.051,-0.080,0.927,0.427,-6.226,0.061
0.054,-0.078,0.927,0.671,-6.226,0.000
0.054,-0.072,0.921,0.427,-6.104,-0.122
0.056,-0.066,0.905,-0.488,-5.981,-0.244
0.053,-0.062,0.897,-0.244,-6.226,-0.671
0.050,-0.068,0.890,-0.977,-6.775,-1.221
0.048,-0.053,0.874,-5.127,-7.202,-1.953
0.045,-0.062,0.876,-7.385,-8.362,-2.747
0.043,-0.086,0.896,-4.211,-10.376,-2.869
0.041,-0.087,0.912,-3.906,-11.353,-2.502
0.039,-0.082,0.900,-7.324,-10.681,-2.563
0.038,-0.078,0.889,-8.789,-10.681,-2.502
0.032,-0.073,0.882,-7.080,-11.108,-2.258
0.033,-0.052,0.864,-6.958,-11.230,-2.258
0.036,-0.041,0.861,-8.545,-11.963,-2.563
0.035,-0.043,0.865,-8.423,-13.794,-3.113
0.030,-0.049,0.886,-5.432,-15.564,-3.845
0.029,-0.054,0.908,-5.127,-16.541,-3.967
0.033,-0.045,0.923,-8.301,-16.174,-4.028
0.041,-0.017,0.924,-9.705,-15.198,-3.845
0.049,0.003,0.930,-7.385,-14.160,-4.517
0.043,0.006,0.923,-4.639,-12.390,-5.554
0.037,0.017,0.900,-6.897,-9.338,-7.141
0.039,0.013,0.855,-14.709,-5.371,-9.338
0.030,0.006,0.812,-25.208,-1.587,-10.864
0.021,0.012,0.733,-33.386,1.038,-11.719
0.021,0.026,0.652,-35.889,0.671,-13.062
0.001,0.014,0.578,-33.936,-3.479,-14.893
-0.029,-0.021,0.546,-32.654,-11.658,-16.113
-0.067,-0.082,0.550,-35.645,-22.827,-15.686
-0.107,-0.137,0.613,-30.640,-37.354,-13.855
-0.147,-0.212,0.750,-11.597,-53.345,-10.803
-0.166,-0.196,0.970,5.737,-67.932,-5.005
-0.165,-0.133,1.222,16.968,-75.989,-2.502
-0.134,-0.121,1.626,33.264,-81.787,-4.333
-0.168,-0.365,2.027,60.669,-87.219,-5.981
-0.255,-0.595,2.499,76.660,-81.665,-5.249
-0.359,-0.982,2.794,78.613,-57.312,-8.728
-0.476,-1.043,2.827,54.993,-21.179,0.183
-0.505,-0.984,2.798,9.216,11.475,17.700
-0.498,-0.860,2.843,-6.165,28.503,37.048
-0.510,-0.987,2.974,18.799,35.583,55.542
-0.329,-0.591,2.951,49.561,50.171,89.905
-0.192,-0.427,3.052,72.144,52.429,94.116
-0.076,-0.271,3.172,92.102,50.171,80.688
0.008,-0.112,3.144,81.543,70.190,68.237
0.045,0.068,2.958,55.725,96.375,57.068
0.049,0.212,2.640,42.297,122.009,45.471
0.048,0.363,2.262,39.185,142.456,37.964
0.073,0.533,1.877,31.555,156.738,32.471
0.114,0.719,1.523,20.447,162.292,24.902
0.159,0.834,1.216,24.292,158.752,13.855
0.131,0.803,0.864,39.063,151.306,-0.671
0.089,0.780,0.428,30.701,144.470,-15.259
0.086,0.807,-0.071,-0.977,136.719,-29.846
0.056,0.740,-0.540,-24.048,121.582,-46.021
0.023,0.554,-1.033,-21.545,103.088,-59.692
0.020,0.388,-1.531,9.705,89.172,-62.256
0.044,0.244,-2.110,49.927,81.787,-51.270
0.022,0.123,-2.728,68.542,72.998,-42.236
0.010,0.068,-3.303,57.617,64.514,-32.349
-0.015,0.041,-3.681,55.603,46.448,-28.015
-0.066,-0.037,-3.774,72.632,14.526,-28.137
-0.093,-0.076,-3.540,56.396,-20.569,-25.757
-0.160,-0.074,-3.105,3.479,-47.729,-20.752
-0.235,-0.049,-2.492,-38.086,-67.139,-15.808
-0.312,-0.036,-1.793,-50.720,-81.360,-11.108
-0.420,-0.086,-1.173,-39.001,-90.393,-7.202
-0.494,-0.078,-0.560,-41.016,-96.191,-1.221
-0.594,-0.149,-0.041,-58.899,-98.755,2.686
-0.680,-0.256,0.512,-60.059,-103.821,0.977
-0.740,-0.293,1.019,-52.673,-109.375,10.742
-0.708,-0.221,1.507,-48.096,-112.305,20.386
-0.543,0.031,1.964,-50.415,-110.779,27.527
-0.340,0.225,2.319,-60.547,-111.267,33.569
-0.122,0.221,3.163,-44.739,-123.596,23.315
0.177,0.369,3.391,69.397,-99.304,6.836
0.148,-0.173,3.345,99.792,-68.237,-5.432
0.120,-0.452,3.173,-22.583,-33.081,-30.212
0.046,-0.594,2.657,-112.671,-36.133,-34.851
-0.151,-0.752,2.918,-80.261,-80.811,-12.695
0.001,-0.383,2.667,-38.513,-44.861,38.574
0.060,-0.548,2.012,-71.045,39.307,42.969
0.118,-0.402,1.852,-70.007,39.612,37.537
0.137,-0.319,1.540,-43.823,33.081,39.673
0.186,-0.201,1.346,-30.212,24.780,36.865
0.265,-0.270,1.215,-27.466,7.996,33.081
0.259,-0.011,1.308,-21.484,-14.893,41.626
0.288,0.047,1.224,-18.677,-30.212,38.086
0.307,0.124,1.258,-17.761,-36.804,30.212
0.312,0.164,1.271,-11.841,-36.194,19.165
0.292,0.094,1.314,-6.836,-33.630,7.629
0.225,0.016,1.347,-14.160,-29.419,-0.793
0.182,-0.053,1.354,-30.701,-20.569,-5.859
0.151,-0.071,1.322,-39.795,-11.353,-8.057
0.123,-0.087,1.234,-37.842,-4.272,-8.240
0.093,-0.080,1.176,-36.316,-2.441,-7.446
0.080,-0.068,1.134,-34.241,-1.160,-7.446
0.068,-0.077,1.084,-35.339,1.038,-8.606
0.060,-0.075,1.042,-46.448,2.319,-9.521
0.056,-0.042,0.972,-54.932,2.563,-10.254
0.061,-0.014,0.902,-51.758,-0.244,-11.536
0.064,-0.000,0.853,-45.959,-4.761,-13.794
