aX,aY,aZ,gX,gY,gZ
-0.027,0.034,0.953,5.127,-11.536,-5.371
-0.037,0.063,0.931,2.808,-10.376,-4.700
-0.052,0.076,0.930,0.183,-10.254,-5.310
-0.055,0.080,0.941,-5.066,-10.742,-6.836
-0.052,0.083,0.953,-12.817,-11.169,-8.484
-0.043,0.076,0.961,-14.648,-11.536,-8.606
-0.025,0.060,0.977,-9.277,-12.817,-7.446
0.003,0.045,0.994,-3.845,-13.733,-5.737
0.010,0.038,1.001,-2.930,-13.489,-4.883
0.015,0.038,1.000,-2.014,-12.634,-4.395
0.020,0.029,1.001,-0.610,-11.902,-3.784
0.005,0.039,0.996,-3.418,-10.925,-3.357
-0.016,0.061,0.978,-5.554,-9.949,-3.601
-0.028,0.066,0.974,-3.540,-10.437,-3.540
-0.014,0.060,0.994,-0.793,-11.169,-2.686
-0.010,0.058,1.000,-2.197,-10.681,-2.197
-0.017,0.064,1.004,-2.319,-9.766,-1.953
-0.016,0.078,1.001,-0.732,-9.033,-1.404

0.029,0.050,0.962,4.578,-4.028,0.732
0.028,0.049,0.959,4.456,-3.906,0.488
0.029,0.050,0.958,2.747,-3.723,-0.061
0.030,0.042,0.953,1.831,-3.357,-0.366
0.028,0.037,0.955,1.099,-2.991,-0.732
0.026,0.043,0.947,-1.282,-2.502,-1.038
0.021,0.044,0.947,-1.587,-2.441,-1.404
0.018,0.036,0.951,-1.465,-2.441,-1.709
0.014,0.038,0.946,-4.150,-1.770,-1.770
0.010,0.037,0.935,-2.808,-1.465,-1.343
0.015,0.036,0.929,1.160,-1.648,-0.610
0.025,0.033,0.930,3.479,-2.075,-0.488
0.025,0.029,0.915,1.587,-1.587,-1.038
0.032,0.024,0.897,0.977,-0.305,-1.770
0.037,0.021,0.874,1.587,1.343,-1.282
0.040,0.021,0.821,-0.183,3.601,-0.183
0.042,0.003,0.757,-0.916,5.981,1.892
0.064,-0.015,0.683,0.671,7.385,7.385
0.071,-0.072,0.596,3.113,9.644,11.475
0.012,-0.145,0.477,-2.930,12.878,16.235
0.011,-0.296,0.302,-10.803,16.113,28.687
-0.009,-0.407,0.073,-11.047,17.822,48.401
-0.138,-0.501,-0.171,-3.723,15.747,70.923
-0.290,-0.636,-0.431,6.836,11.230,90.637
-0.474,-0.605,-0.774,-11.902,8.118,111.816
-0.660,-0.280,-1.214,-43.518,6.104,127.380
-0.739,0.013,-1.594,-61.279,-14.893,125.977
-0.799,0.388,-1.923,-65.308,-53.345,111.755
-0.575,0.732,-1.969,-34.790,-122.742,76.050
-0.330,1.121,-1.714,-25.879,-214.661,15.259
-0.063,1.464,-1.242,-72.632,-242.310,-19.470
0.163,1.420,-0.575,-100.647,-254.517,-70.740
0.123,1.337,0.010,-115.417,-230.286,-102.600
0.021,1.242,0.652,-121.399,-206.665,-113.525
-0.230,0.864,1.292,-143.799,-204.712,-144.348
-0.548,0.436,1.901,-177.185,-196.167,-158.936
-0.769,0.155,2.396,-188.110,-169.922,-144.470
-0.862,0.031,2.744,-150.879,-128.174,-110.962
-0.842,0.011,2.931,-90.698,-81.482,-75.378
-0.958,0.023,3.131,-35.522,-57.007,-48.828
-0.666,0.091,3.005,11.353,-37.292,-19.714
-0.669,0.298,3.155,54.810,-39.917,46.936
-0.693,0.462,3.250,79.102,-27.100,91.614
-0.515,0.468,3.219,78.125,-2.258,107.178
-0.444,0.308,3.329,68.298,7.996,99.060
-0.474,0.291,3.329,45.715,20.935,98.083
-0.452,0.311,3.295,33.691,44.739,97.290
-0.485,0.296,3.166,37.292,69.885,80.322
-0.579,0.240,3.117,49.622,68.115,49.683
-0.675,0.150,3.036,41.260,62.317,22.217
-0.706,0.036,2.921,15.198,66.467,3.296
-0.713,-0.040,2.737,-11.169,71.045,-3.540
-0.691,-0.048,2.568,-16.296,76.416,-4.211
-0.650,0.012,2.362,-7.141,86.609,-3.723
-0.595,0.086,2.120,11.841,97.351,-4.639
-0.532,0.167,1.903,41.077,102.539,-4.944
-0.453,0.263,1.705,67.200,103.088,-5.249
-0.400,0.323,1.472,83.069,102.051,-7.629
-0.347,0.353,1.218,100.525,102.600,-10.071
-0.319,0.447,0.982,119.690,103.882,-9.705
-0.286,0.461,0.724,126.587,105.408,-18.738
-0.240,0.477,0.479,129.395,107.178,-21.790
-0.189,0.462,0.253,129.089,103.516,-10.986
-0.142,0.505,0.059,115.784,95.459,12.085
-0.071,0.507,-0.054,88.928,80.872,28.748
0.026,0.509,-0.128,58.228,62.805,33.447
0.095,0.508,-0.156,40.405,41.870,34.546
0.136,0.417,-0.128,40.405,22.644,28.687
0.154,0.276,-0.084,39.978,7.324,19.165
0.095,0.228,-0.111,31.372,2.136,12.390
0.039,0.166,-0.146,27.039,-0.793,8.728
0.013,0.144,-0.150,31.311,-7.874,9.033
0.017,0.164,-0.101,41.687,-14.709,15.808
0.094,0.172,-0.041,53.406,-21.729,23.743
0.113,0.194,0.034,49.133,-28.503,27.710
0.104,0.252,0.072,26.184,-28.259,26.672
0.087,0.318,0.079,-2.563,-22.278,22.827
0.018,0.368,0.188,-34.180,-7.935,16.113
-0.014,0.349,0.305,-35.767,-3.357,5.920
-0.011,0.250,0.472,-22.278,-5.615,-6.287
0.020,0.137,0.653,-5.615,-8.545,-15.503
0.034,0.061,0.805,-0.244,-6.104,-20.325
0.047,-0.070,0.914,-3.540,-0.122,-23.254
0.013,-0.169,0.956,-11.047,7.935,-23.987
-0.032,-0.231,0.956,-15.259,14.709,-22.156
-0.082,-0.239,0.910,-11.047,19.958,-19.165
-0.108,-0.249,0.898,0.061,21.301,-16.541
-0.138,-0.212,0.858,1.343,21.484,-15.747
-0.152,-0.167,0.846,1.465,19.592,-15.991
-0.147,-0.133,0.846,6.653,14.709,-15.625
-0.138,-0.087,0.842,8.789,8.911,-14.771
-0.088,-0.059,0.842,10.498,3.479,-14.709
-0.050,-0.069,0.895,13.123,-1.587,-14.954
-0.027,-0.042,0.902,0.244,-4.089,-15.015
0.004,-0.016,0.953,-11.597,-6.104,-14.893
0.036,-0.011,0.958,-20.874,-6.653,-15.381
0.082,0.028,0.990,-26.611,-7.690,-14.526
0.092,0.037,1.023,-35.583,-10.742,-15.564
0.078,0.036,1.056,-42.542,-10.864,-17.944
0.056,0.012,1.097,-42.969,-8.972,-19.043
0.052,-0.026,1.116,-42.053,-5.798,-18.066
0.038,-0.026,1.100,-43.579,-2.686,-14.160
0.018,-0.015,1.081,-42.236,-1.160,-9.583
0.011,0.002,1.057,-35.522,-1.892,-6.287
0.009,0.020,1.038,-23.376,-4.639,-4.822
0.003,0.014,1.052,-14.587,-7.568,-4.700
-0.005,0.042,1.038,-19.653,-8.911,-6.042
0.004,0.055,1.047,-22.522,-10.193,-9.155
-0.015,0.066,1.047,-23.682,-11.780,-12.634
-0.024,0.078,1.062,-25.085,-12.939,-15.320
-0.013,0.089,1.067,-23.071,-13.184,-16.968
-0.014,0.086,1.074,-16.174,-13.123,-16.907
-0.011,0.079,1.075,-8.057,-12.207,-15.564
-0.017,0.079,1.060,-1.038,-10.620,-13.306
-0.029,0.065,1.055,5.981,-9.460,-10.803
-0.024,0.053,1.055,10.071,-8.728,-8.362
-0.018,0.028,1.058,6.592,-7.202,-6.470
-0.022,0.032,1.040,-6.287,-4.456,-5.371
-0.015,0.054,1.018,-15.991,-2.014,-4.395

0.029,-0.004,1.036,6.287,-1.953,-2.258
0.042,-0.007,1.041,1.709,0.061,-2.014
0.046,0.001,1.021,-1.587,2.563,-1.099
0.047,0.014,1.001,-0.244,4.517,-0.366
0.033,0.031,0.977,2.197,5.737,-0.244
0.022,0.039,0.961,4.639,6.104,-1.160
0.010,0.043,0.953,5.615,6.226,-2.319
-0.004,0.041,0.946,6.470,6.042,-3.296
-0.005,0.022,0.950,9.460,5.920,-3.784
0.011,0.002,0.959,9.949,5.981,-3.540
0.024,-0.008,0.959,6.165,6.836,-2.808
0.038,0.005,0.943,2.930,8.789,-2.441
0.042,0.023,0.923,2.625,10.193,-2.502
0.053,0.031,0.912,5.432,10.498,-3.052
0.053,0.030,0.906,7.751,11.292,-4.333
0.046,0.023,0.903,8.301,12.024,-6.775
0.043,0.011,0.902,7.751,12.451,-9.338
0.037,-0.008,0.905,6.470,13.062,-10.742
0.031,-0.020,0.903,4.517,14.587,-10.925
0.031,-0.017,0.896,2.136,16.296,-9.644
0.023,-0.012,0.882,0.610,18.250,-7.935
0.021,0.001,0.875,0.977,19.043,-6.714
0.025,0.001,0.875,3.662,19.043,-5.981
0.026,-0.008,0.887,8.667,19.409,-5.798
0.024,-0.019,0.897,11.292,20.996,-5.371
0.023,-0.026,0.921,10.193,23.621,-4.883
0.040,-0.023,0.909,6.104,28.320,-3.479
0.057,-0.022,0.911,2.014,32.288,-1.892
0.075,-0.029,0.878,-5.859,37.109,-4.028
0.076,-0.034,0.851,-9.705,41.870,-2.014
0.121,-0.086,0.805,-1.526,48.523,3.601
0.187,-0.115,0.675,2.319,56.824,12.878
0.223,-0.150,0.497,-0.549,62.988,24.841
0.202,-0.264,0.297,-8.606,65.186,37.903
0.007,-0.282,0.105,-23.376,66.162,52.612
-0.078,-0.557,-0.260,-42.908,66.040,61.523
-0.424,-0.770,-0.828,-66.528,68.970,98.694
-0.777,-0.310,-1.669,-45.044,59.509,185.608
-0.851,0.117,-2.570,-18.921,6.348,226.562
-0.740,0.548,-2.960,5.554,-78.735,212.769
-0.579,0.989,-2.743,52.795,-185.059,171.204
-0.366,1.512,-2.078,77.576,-281.189,114.014
-0.021,1.755,-1.166,74.707,-352.905,40.894
0.068,1.791,-0.083,-0.244,-379.883,-33.997
0.166,1.794,0.910,-132.874,-356.628,-93.079
0.109,1.565,1.663,-249.451,-316.345,-142.395
-0.200,1.200,2.321,-312.561,-263.977,-169.373
-0.483,0.788,2.647,-321.045,-199.097,-172.058
-0.904,0.200,2.911,-303.833,-145.752,-164.124
-1.292,0.111,2.920,-245.178,-104.370,-105.469
-1.450,0.006,2.993,-155.396,-67.688,-11.597
-1.593,0.002,3.094,-110.718,-28.687,31.677
-2.313,4.000,4.000,-23.743,4.333,39.307
-1.366,-4.000,2.924,1388.977,194.580,-0.305
1.493,0.218,2.978,1576.782,-82.153,338.013
-0.470,-0.642,1.950,385.498,45.715,236.450
-1.823,-1.037,1.674,-315.613,187.439,85.571
-1.649,0.093,2.274,-320.862,55.176,118.164
-1.047,0.150,1.725,6.775,-15.808,38.879
-0.553,-0.535,1.488,356.445,-131.287,22.034
-0.162,-0.872,2.100,287.109,-125.916,57.068
-0.019,-0.851,2.193,-2.869,-41.504,41.321
0.065,-0.646,2.099,-116.516,13.123,15.503
0.051,-0.422,1.961,-106.018,43.213,-21.729
0.118,-0.341,1.779,-56.030,66.833,-70.862
0.073,-0.174,1.463,0.305,98.938,-51.514
0.009,-0.020,1.186,12.207,138.123,-9.705
-0.046,0.078,0.939,19.165,136.475,9.338
-0.153,0.128,0.755,38.025,113.770,13.611
-0.233,0.107,0.558,72.754,94.910,17.273
-0.253,0.056,0.348,112.793,76.050,21.667
-0.248,0.091,0.312,136.414,35.400,24.170
-0.193,0.075,0.261,127.869,6.897,9.155
-0.135,0.032,0.355,110.596,-10.559,-4.028
-0.042,-0.029,0.452,94.604,-30.579,-9.583
0.063,-0.172,0.563,75.134,-43.457,-12.573
0.143,-0.200,0.672,35.889,-48.706,-10.681
0.190,-0.207,0.741,-0.793,-44.861,-4.883
0.218,-0.193,0.782,-23.621,-36.316,-0.549
0.213,-0.231,0.785,-32.349,-26.245,1.282
0.147,-0.240,0.801,-38.879,-14.954,4.578
0.103,-0.178,0.756,-43.335,0.000,10.010
0.072,-0.112,0.686,-44.006,18.738,12.756
0.021,-0.145,0.645,-43.213,36.865,13.550
-0.037,-0.191,0.610,-46.326,49.561,14.832
-0.088,-0.167,0.574,-60.547,61.890,18.616
-0.089,-0.175,0.504,-68.481,74.707,21.729
-0.138,-0.192,0.523,-89.050,92.163,25.513
-0.157,-0.164,0.615,-120.728,108.521,26.917
-0.162,-0.242,0.645,-126.465,101.135,10.803
-0.113,-0.204,0.709,-93.628,48.584,-17.395
-0.035,-0.150,0.691,-70.496,30.884,-10.071
0.070,-0.166,0.736,-58.044,21.912,-7.935
0.103,-0.174,0.771,-63.293,7.996,-17.029
0.084,-0.165,0.811,-69.214,-2.808,-24.780
0.080,-0.121,0.799,-57.678,-7.324,-25.574
0.093,-0.109,0.793,-42.725,-9.766,-22.522
0.096,-0.102,0.794,-35.217,-13.306,-20.325
0.047,-0.118,0.804,-24.475,-14.832,-17.761
-0.002,-0.138,0.814,-13.672,-14.404,-14.282
-0.016,-0.115,0.786,-6.836,-12.024,-10.376
-0.009,-0.090,0.774,-2.136,-10.498,-7.385
-0.005,-0.066,0.770,-4.333,-9.644,-6.409
-0.007,-0.052,0.763,-11.963,-8.972,-7.080
-0.016,-0.073,0.787,-16.357,-9.827,-8.240
-0.026,-0.094,0.812,-16.663,-10.559,-8.362
-0.025,-0.127,0.833,-14.282,-10.742,-6.714
-0.031,-0.141,0.840,-15.808,-10.193,-4.395
-0.036,-0.116,0.836,-20.935,-10.010,-2.197
-0.038,-0.089,0.817,-21.118,-10.071,-1.587
-0.039,-0.092,0.815,-14.343,-10.681,-2.319
-0.033,-0.094,0.833,-10.193,-11.780,-2.869
-0.019,-0.084,0.851,-10.864,-12.817,-4.211
-0.021,-0.076,0.870,-11.292,-14.221,-6.836
-0.024,-0.088,0.887,-12.207,-15.442,-10.132
-0.037,-0.095,0.904,-14.404,-16.479,-12.390
-0.037,-0.111,0.944,-14.343,-18.372,-13.977
-0.033,-0.134,0.976,-15.686,-19.043,-15.137
-0.040,-0.145,0.995,-20.142,-18.372,-15.869

0.045,-0.049,0.923,3.967,6.226,-9.277
0.038,-0.057,0.931,4.028,5.981,-12.878
0.038,-0.058,0.933,-0.732,7.507,-14.221
0.038,-0.058,0.926,-8.057,10.315,-13.733
0.029,-0.074,0.923,-11.963,13.184,-12.268
0.002,-0.072,0.909,-14.343,15.137,-11.475
-0.006,-0.069,0.895,-14.954,15.686,-11.841
-0.027,-0.084,0.902,-9.949,13.123,-10.986
-0.034,-0.113,0.928,-2.563,10.254,-10.620
-0.037,-0.132,0.957,-0.793,8.362,-9.644
-0.034,-0.118,0.958,-7.080,7.874,-7.874
-0.028,-0.117,0.965,-11.902,7.996,-5.920
-0.020,-0.125,0.965,-13.550,9.094,-4.089
0.006,-0.113,0.951,-12.207,9.583,-0.977
0.035,-0.109,0.922,-7.751,10.498,2.563
0.055,-0.099,0.901,-6.348,11.230,5.310
0.069,-0.055,0.808,-9.827,12.451,7.202
0.099,-0.068,0.776,-2.930,11.841,8.911
0.125,-0.047,0.719,-3.479,12.024,11.597
0.175,-0.027,0.635,-11.780,13.550,16.602
0.184,0.041,0.468,-22.339,15.320,20.691
0.189,0.111,0.309,-35.278,15.625,23.193
0.202,0.163,0.090,-34.363,13.367,27.588
0.146,0.171,-0.226,-31.372,14.465,35.400
0.020,0.167,-0.576,-36.377,8.667,50.171
-0.149,0.235,-1.102,-73.730,-5.493,72.693
-0.357,0.346,-1.459,-116.882,-23.254,90.393
-0.435,0.336,-1.605,-134.216,-50.415,94.971
-0.465,0.343,-1.582,-136.475,-87.891,80.994
-0.461,0.415,-1.203,-163.696,-130.859,61.279
-0.454,0.506,-0.795,-177.673,-162.109,42.908
-0.387,0.559,-0.249,-180.542,-189.880,10.681
-0.332,0.645,0.216,-181.335,-205.627,-16.541
-0.316,0.760,0.634,-184.937,-210.510,-33.081
-0.281,0.899,1.077,-182.007,-207.275,-45.776
-0.283,0.949,1.522,-173.218,-191.345,-59.692
-0.392,0.898,1.920,-169.861,-166.931,-73.669
-0.489,0.804,2.276,-169.373,-134.766,-79.651
-0.600,0.702,2.555,-164.001,-100.159,-77.393
-0.841,0.555,2.908,-147.888,-71.838,-71.655
-0.775,0.355,3.061,-124.939,-41.809,-57.373
-0.938,0.316,3.332,-64.270,-12.512,-1.160
-0.903,0.325,3.456,-15.259,14.221,43.396
-0.788,0.396,3.519,3.906,43.884,70.618
-0.673,0.437,3.571,23.071,59.509,71.777
-0.532,0.449,3.564,54.932,74.219,66.284
-0.415,0.500,3.417,77.454,87.769,56.885
-0.294,0.496,3.275,76.050,82.947,23.804
-0.212,0.525,3.029,73.547,90.088,11.597
-0.165,0.568,2.728,80.444,100.342,7.812
-0.142,0.627,2.388,82.031,107.727,5.371
-0.148,0.658,2.057,86.121,113.403,2.380
-0.123,0.661,1.711,98.999,116.760,-2.075
-0.125,0.636,1.371,107.422,119.019,-7.935
-0.104,0.673,1.091,102.600,118.713,-12.878
-0.098,0.706,0.772,93.811,116.821,-16.235
-0.046,0.761,0.537,103.027,108.215,-22.156
0.010,0.714,0.352,118.713,94.788,-41.016
0.058,0.637,0.234,136.902,84.534,-54.688
0.097,0.608,0.136,154.114,70.129,-47.485
0.150,0.561,0.133,162.170,49.805,-33.325
0.162,0.465,0.187,150.085,32.410,-31.128
0.175,0.393,0.208,127.625,24.780,-25.208
0.201,0.349,0.231,109.192,18.921,-16.235
0.200,0.301,0.253,92.957,12.390,-10.498
0.195,0.230,0.302,75.806,5.798,-10.986
0.138,0.146,0.353,56.091,1.709,-14.038
0.095,0.057,0.386,41.626,1.404,-17.334
0.027,0.004,0.422,31.006,2.136,-20.325
-0.028,-0.026,0.418,17.273,5.615,-22.583
-0.053,-0.044,0.413,13.000,6.531,-23.315
-0.074,-0.061,0.432,17.212,2.319,-23.071
-0.103,-0.074,0.469,18.494,-4.517,-23.499
-0.111,-0.064,0.500,13.733,-11.475,-25.024
-0.091,-0.065,0.568,11.902,-19.836,-26.306
-0.062,-0.076,0.656,14.160,-26.855,-26.794
-0.032,-0.100,0.755,14.404,-29.297,-26.672
-0.015,-0.130,0.795,9.644,-25.085,-25.940
0.004,-0.140,0.825,3.845,-18.677,-22.888
-0.019,-0.153,0.840,-2.930,-12.817,-19.470
-0.047,-0.151,0.839,-4.944,-7.935,-15.869
-0.080,-0.145,0.830,-2.075,-5.493,-12.390
-0.094,-0.140,0.826,3.845,-5.249,-9.583
-0.081,-0.118,0.828,10.986,-6.531,-8.057
-0.051,-0.137,0.860,20.203,-9.338,-7.629
-0.031,-0.127,0.867,21.423,-11.047,-7.507
-0.006,-0.103,0.873,19.409,-10.498,-6.226
-0.000,-0.064,0.861,15.503,-8.484,-3.784
0.000,-0.017,0.837,9.399,-5.798,-1.221
-0.003,0.016,0.813,6.470,-4.272,0.610
-0.001,0.029,0.809,6.714,-4.517,1.709
0.009,0.032,0.817,7.812,-5.493,2.014
0.016,0.031,0.839,8.118,-6.409,1.892
0.013,0.034,0.852,6.897,-7.080,1.221
0.019,0.031,0.871,5.249,-7.751,0.305
0.010,0.026,0.889,3.723,-8.728,0.549
0.011,0.030,0.891,3.418,-9.033,1.709
0.015,0.029,0.893,6.348,-10.071,2.747
0.016,0.015,0.908,9.460,-11.597,3.357
0.012,0.017,0.918,6.470,-12.390,3.174
0.010,0.031,0.924,0.977,-12.573,1.953
0.002,0.028,0.940,-1.770,-13.306,0.305
-0.009,0.025,0.946,-5.920,-13.489,-1.099
-0.013,0.021,0.955,-9.094,-13.611,-1.526
-0.015,0.018,0.960,-10.498,-14.160,-1.953
-0.018,0.008,0.975,-8.484,-15.564,-2.380
-0.007,-0.007,0.989,-5.493,-16.663,-2.747
-0.001,-0.023,1.002,-4.639,-17.395,-3.174
-0.002,-0.032,1.026,-4.700,-16.907,-3.174
0.007,-0.035,1.042,-3.357,-14.771,-2.197
0.017,-0.045,1.058,0.122,-12.451,-0.854
0.010,-0.058,1.067,2.930,-10.193,-0.427
0.002,-0.062,1.058,5.676,-8.484,0.183
-0.001,-0.088,1.071,9.521,-8.240,0.916
0.002,-0.067,1.049,4.822,-7.263,1.404
-0.006,-0.054,1.023,0.183,-5.676,1.709
-0.013,-0.034,0.994,1.160,-4.639,2.075
-0.014,-0.022,0.971,3.479,-4.456,2.563
-0.009,-0.002,0.953,3.784,-4.761,2.136

-0.013,-0.028,1.006,0.000,0.244,0.732
-0.013,-0.037,1.004,2.625,-0.061,0.671
-0.018,-0.038,1.001,3.601,-0.305,0.977
-0.015,-0.036,1.001,2.319,-0.122,0.977
-0.023,-0.030,0.997,1.343,0.061,1.282
-0.018,-0.026,1.002,2.075,-0.061,1.526
-0.012,-0.031,1.006,3.479,0.183,1.465
0.007,-0.044,1.032,5.920,0.305,1.709
0.016,-0.059,1.035,6.104,2.380,2.075
0.024,-0.055,1.024,6.165,5.066,3.479
0.029,-0.040,1.003,7.019,6.653,4.211
0.012,-0.038,0.989,7.812,7.812,2.930
0.013,-0.038,0.972,10.193,8.545,2.319
0.014,-0.045,0.962,12.695,8.972,1.892
0.016,-0.047,0.945,9.338,10.254,1.160
0.022,-0.037,0.916,3.540,11.353,0.610
0.026,-0.027,0.891,-0.671,12.024,0.061
0.033,-0.013,0.862,-1.343,11.963,-0.549
0.041,-0.000,0.852,2.319,11.841,-1.587
0.062,0.023,0.848,4.944,12.207,-2.991
0.101,0.062,0.860,4.272,15.198,-5.371
0.158,0.094,0.861,2.136,22.400,-8.606
0.227,0.103,0.833,-3.235,35.339,-11.353
0.286,0.096,0.719,-19.409,56.396,-11.902
0.209,0.037,0.469,-53.162,82.214,-10.010
0.103,-0.089,0.038,-90.027,102.234,0.122
-0.052,-0.119,-0.454,-125.488,108.948,10.071
-0.222,-0.307,-1.074,-144.165,102.966,13.794
-0.368,-0.406,-1.640,-144.470,71.228,24.475
-0.380,-0.357,-2.019,-113.220,25.085,34.302
-0.470,-0.379,-2.128,-76.111,-40.833,38.147
-0.206,-0.104,-1.897,-73.242,-117.981,36.865
-0.142,0.205,-1.656,-110.779,-154.846,16.479
-0.115,0.497,-1.252,-148.132,-166.443,-6.409
-0.379,0.790,-0.833,-167.542,-185.364,-22.583
-0.330,1.113,-0.185,-154.541,-257.385,-45.471
-0.328,1.342,0.507,-149.475,-284.485,-74.707
-0.499,1.419,1.138,-173.645,-245.422,-98.206
-0.697,1.253,1.958,-192.688,-210.999,-97.839
-0.878,0.993,2.664,-183.777,-175.476,-86.426
-1.186,0.750,3.150,-170.166,-134.155,-71.594
-0.930,0.421,3.166,-127.808,-85.754,-31.982
-0.982,0.455,3.400,-42.786,-77.942,73.242
-0.984,0.298,3.523,41.565,-103.027,138.428
-0.921,0.218,3.711,80.261,-75.623,169.006
-0.859,0.141,3.708,85.205,-27.466,172.913
-0.783,0.229,3.562,76.904,6.775,165.833
-0.657,0.388,3.490,99.670,33.875,167.908
-0.538,0.293,3.349,99.609,62.195,131.836
-0.507,0.307,3.161,61.646,72.693,58.350
-0.416,0.305,2.955,48.279,83.130,30.518
-0.395,0.353,2.691,54.260,104.553,25.146
-0.330,0.366,2.380,62.683,128.540,20.203
-0.255,0.393,2.095,71.716,142.029,12.146
-0.203,0.410,1.831,68.909,144.287,1.831
-0.127,0.417,1.567,57.373,140.686,-11.597
-0.089,0.447,1.321,51.819,132.385,-22.095
-0.049,0.473,1.108,57.861,122.559,-26.611
0.004,0.498,0.916,68.726,114.563,-27.466
0.044,0.512,0.754,80.566,106.384,-31.311
0.086,0.499,0.609,92.041,99.304,-37.415
0.091,0.505,0.521,100.708,93.079,-40.039
0.104,0.451,0.430,96.741,89.722,-47.607
0.121,0.399,0.388,98.206,88.135,-45.349
0.146,0.303,0.333,107.300,84.839,-32.410
0.189,0.256,0.389,108.032,71.411,-11.719
0.190,0.180,0.385,88.379,63.782,0.610
0.183,0.178,0.359,60.486,62.927,9.216
0.171,0.159,0.323,41.992,56.274,12.085
0.156,0.125,0.304,31.189,43.640,10.498
0.124,0.088,0.320,20.325,31.067,6.592
0.072,0.051,0.332,-1.221,28.442,1.038
0.036,-0.001,0.348,-15.747,28.503,-3.845
0.021,-0.056,0.388,-18.311,27.161,-6.897
0.020,-0.088,0.429,-17.517,29.541,-8.484
0.025,-0.074,0.430,-12.939,29.236,-6.165
0.035,-0.096,0.427,-3.052,16.846,-10.742
0.047,-0.063,0.462,3.357,2.441,-10.315
0.054,-0.030,0.490,2.258,-5.249,-6.958
0.079,0.001,0.524,-0.427,-11.841,-7.141
0.113,0.003,0.604,2.869,-19.958,-10.559
0.135,-0.014,0.661,2.808,-23.560,-15.137
0.150,-0.034,0.719,-0.366,-22.400,-18.188
0.146,-0.043,0.739,-7.202,-17.151,-17.090
0.119,-0.025,0.730,-16.479,-10.986,-13.428
0.088,-0.002,0.707,-20.386,-6.592,-10.071
0.060,0.009,0.695,-17.517,-5.310,-7.141
0.039,0.020,0.694,-11.963,-6.226,-4.883
0.022,0.031,0.700,-7.202,-7.996,-4.578
0.015,0.042,0.718,-1.831,-10.254,-5.371
0.031,0.035,0.758,2.563,-13.367,-7.202
0.046,0.043,0.791,0.610,-15.442,-9.094
0.055,0.050,0.826,-1.831,-16.968,-10.925
0.065,0.039,0.872,-3.540,-17.395,-12.329
0.077,0.027,0.888,-8.301,-15.503,-13.000
0.098,0.023,0.913,-9.399,-13.672,-12.451
0.090,0.016,0.936,-11.841,-14.771,-12.207
0.085,0.019,0.946,-10.193,-14.587,-10.925
0.067,0.029,0.951,-3.662,-13.367,-8.606
0.060,0.034,0.980,1.160,-12.817,-6.531
0.063,0.051,0.985,-1.221,-11.292,-5.554
0.063,0.051,1.005,-3.357,-9.521,-5.310
0.056,0.056,1.012,-6.409,-8.606,-5.188
0.070,0.054,1.025,-7.080,-8.423,-5.249
0.076,0.032,1.042,-5.249,-8.057,-5.127
0.083,0.022,1.044,-4.883,-7.385,-4.578
0.080,0.014,1.041,-3.967,-6.409,-3.784
0.067,0.009,1.036,-1.160,-5.981,-2.625
0.066,0.011,1.029,2.014,-5.920,-1.465
0.068,-0.003,1.041,5.493,-6.409,-0.916
0.060,0.002,1.035,2.869,-6.348,-0.610
0.056,0.017,1.030,-1.465,-5.981,-0.244
0.050,0.014,1.028,-0.854,-6.226,-0.488
0.058,0.012,1.044,3.967,-7.019,-0.366
0.069,0.003,1.049,7.080,-7.446,-0.488
0.078,-0.016,1.065,9.644,-7.080,-0.366
0.092,-0.019,1.053,7.080,-5.615,0.427
0.108,-0.003,1.038,1.953,-3.235,1.648
0.117,0.018,1.007,-4.333,-0.244,2.197

0.072,-0.017,0.939,-3.540,14.221,2.380
0.080,-0.004,0.917,2.197,10.803,4.089
0.110,0.038,0.885,9.277,6.836,4.639
0.120,0.036,0.876,18.738,2.747,3.723
0.127,0.028,0.884,24.414,-1.038,2.869
0.142,0.042,0.873,21.912,-2.686,2.563
0.148,0.055,0.864,16.907,-3.113,2.319
0.150,0.050,0.853,13.184,-3.601,2.197
0.160,0.037,0.865,13.855,-4.761,1.709
0.167,0.033,0.866,12.207,-4.761,0.549
0.175,0.017,0.878,11.780,-4.639,-0.488
0.176,-0.011,0.885,13.428,-3.296,-1.282
0.164,-0.028,0.874,12.634,-1.587,-1.770
0.156,-0.049,0.876,11.169,-0.061,-2.441
0.150,-0.059,0.869,6.409,1.404,-3.113
0.148,-0.058,0.846,1.160,3.113,-3.723
0.143,-0.066,0.829,0.916,4.150,-4.089
0.134,-0.062,0.798,1.709,4.700,-4.272
0.135,-0.055,0.757,3.174,5.615,-4.089
0.126,-0.075,0.726,7.385,6.287,-3.540
0.136,-0.097,0.666,7.935,7.690,-0.916
0.174,-0.100,0.583,2.991,10.132,4.395
0.149,-0.117,0.460,-3.479,11.047,10.132
0.114,-0.148,0.323,-8.911,10.193,14.160
-0.002,-0.156,0.094,-19.348,8.606,19.470
-0.074,-0.125,-0.171,-25.635,0.610,26.672
-0.246,-0.142,-0.595,-40.405,-11.780,29.846
-0.526,-0.081,-0.969,-36.133,-30.701,30.579
-0.707,-0.044,-1.486,-1.038,-65.186,42.297
