aX,aY,aZ,gX,gY,gZ
-0.653,0.208,-2.001,75.317,-111.450,59.570
-0.733,0.360,-2.004,150.146,-180.176,67.993
-0.257,0.592,-1.657,148.315,-246.338,49.255
0.027,1.109,-1.000,46.997,-278.809,31.677
0.062,1.352,-0.299,-48.767,-292.847,-9.460
-0.026,1.391,0.343,-111.694,-283.752,-64.758
-0.211,1.348,0.989,-174.072,-259.033,-108.704
-0.338,1.101,1.742,-227.783,-230.835,-144.531
-0.606,0.606,2.480,-266.663,-196.960,-155.273
-0.870,0.060,3.048,-309.021,-151.428,-141.663
-1.021,-0.341,3.368,-338.562,-101.563,-105.896
-1.277,-0.704,3.568,-315.186,-62.500,-59.082
-1.167,-0.504,3.556,-210.815,-36.987,17.517
-0.982,-0.290,3.445,-95.581,-31.677,88.440
-0.853,0.020,3.228,-32.349,-7.874,113.098
-0.788,0.302,3.011,-0.061,-0.122,106.812
-0.700,0.425,2.917,39.124,6.714,92.346
-0.636,0.499,2.855,78.186,22.583,85.205
-0.482,0.354,2.854,59.143,25.879,53.589
-0.461,0.379,2.773,19.775,30.823,28.076
-0.437,0.333,2.677,16.907,49.622,21.851
-0.355,0.329,2.584,34.424,62.317,16.968
-0.306,0.312,2.456,47.852,78.064,10.681
-0.276,0.370,2.270,54.016,95.825,6.653
-0.257,0.416,2.046,57.800,112.488,5.005
-0.282,0.441,1.777,52.368,127.014,-2.869
-0.300,0.452,1.529,48.096,137.695,-16.174
-0.321,0.427,1.286,47.546,145.630,-31.738
-0.299,0.393,1.085,53.101,150.452,-45.288
-0.307,0.372,0.860,63.110,149.475,-51.514
-0.247,0.349,0.695,86.060,142.822,-53.040
-0.183,0.313,0.611,107.666,130.188,-48.767
-0.114,0.267,0.555,116.943,119.507,-43.030
-0.030,0.224,0.498,118.530,106.750,-31.006
0.072,0.263,0.493,113.403,86.426,-11.963
0.131,0.254,0.485,103.760,68.115,-7.996
0.187,0.256,0.490,91.919,55.847,-4.822
0.218,0.219,0.480,79.224,49.561,-2.502
0.206,0.209,0.446,57.373,44.800,-1.221
0.168,0.226,0.421,37.842,39.917,-2.136
0.094,0.183,0.378,30.273,36.377,-5.920
-0.024,0.076,0.339,28.687,34.302,-9.277
-0.125,0.015,0.299,20.081,34.119,-9.155
-0.156,0.009,0.252,13.062,33.875,-7.141
-0.134,0.013,0.244,18.616,27.466,-5.310
-0.107,0.024,0.258,26.733,16.052,-4.272
-0.033,0.031,0.333,34.729,4.333,-2.441
0.025,0.036,0.390,34.302,-3.418,0.000
0.047,0.041,0.437,20.325,-6.470,1.465
0.060,0.071,0.476,-1.282,-8.362,0.977
0.086,0.075,0.530,-10.254,-12.451,-2.014
0.068,0.029,0.599,-12.207,-14.893,-5.615
0.054,-0.004,0.643,-21.240,-14.709,-7.996
0.028,-0.022,0.675,-29.053,-13.733,-9.094
0.015,-0.046,0.714,-25.452,-13.977,-9.583
0.021,-0.063,0.760,-12.756,-15.930,-8.728
0.043,-0.068,0.808,0.305,-17.517,-7.141
0.061,-0.086,0.858,7.568,-17.334,-6.042
0.079,-0.087,0.895,5.737,-14.954,-5.005
0.094,-0.062,0.903,0.366,-10.132,-3.418
0.090,-0.033,0.897,-0.671,-5.676,-2.258
0.088,-0.023,0.884,-0.610,-2.747,-1.526
0.079,-0.005,0.881,-5.615,-1.465,-1.221
0.075,0.015,0.884,-10.498,-0.305,-1.343
0.070,0.027,0.882,-11.780,0.793,-2.014
0.062,0.021,0.889,-8.728,1.038,-2.747
0.047,-0.001,0.909,-5.432,0.732,-2.686
0.038,-0.015,0.917,-4.150,0.061,-2.014
0.043,-0.019,0.925,-1.953,-1.099,-0.977
0.036,-0.022,0.938,1.160,-2.197,0.000
0.053,-0.008,0.948,2.930,-3.296,1.221
0.061,0.001,0.955,3.418,-4.272,1.770
0.065,-0.008,0.975,2.686,-5.005,1.221
0.075,-0.007,0.990,-3.418,-4.272,0.732
0.085,-0.000,0.995,-9.583,-2.380,0.854
0.090,-0.000,1.000,-8.789,-1.221,1.404
0.102,-0.007,1.001,-4.883,-0.488,2.258
0.109,-0.014,0.999,-2.686,-0.183,3.174
0.099,-0.007,0.985,-3.174,-0.305,3.357
0.086,0.007,0.964,-1.343,-1.648,2.625
0.080,0.011,0.959,4.028,-3.906,1.099
0.081,0.002,0.968,6.958,-5.798,-0.793
0.078,0.005,0.966,3.174,-6.226,-2.197
0.074,0.005,0.971,-0.916,-6.042,-3.296
0.071,0.003,0.974,-3.479,-5.859,-3.601
0.080,-0.010,0.987,-2.197,-5.920,-3.052
0.078,-0.017,0.999,-1.099,-5.432,-2.075
0.053,0.000,0.982,-5.066,-4.028,-1.404
0.063,0.014,0.980,-3.662,-4.028,-1.160
0.063,-0.000,0.986,2.747,-4.883,-0.977

0.075,-0.105,1.007,5.493,2.319,-2.014
0.061,-0.123,1.007,6.348,4.578,-0.122
0.073,-0.124,0.979,5.981,5.737,2.991
0.050,-0.158,1.008,10.986,4.761,6.042
0.053,-0.152,0.984,12.695,4.883,11.597
0.059,-0.143,1.003,15.686,5.737,13.916
0.069,-0.093,0.986,18.799,7.263,15.808
0.059,-0.084,0.975,17.517,8.423,15.869
0.060,-0.050,0.976,14.709,7.324,14.832
0.068,-0.039,0.995,14.282,5.737,12.634
0.087,-0.027,1.022,11.719,5.554,11.475
0.113,-0.022,1.027,3.845,8.179,12.207
0.139,-0.016,1.028,-2.380,12.024,14.709
0.155,-0.005,1.013,-8.850,16.479,17.700
0.141,0.019,0.950,-13.062,19.775,19.775
0.149,0.021,0.940,-5.127,17.822,20.020
0.162,0.014,0.918,0.977,15.442,18.799
0.155,0.005,0.903,1.038,12.939,16.357
0.158,0.011,0.859,-5.615,12.329,14.221
0.150,0.018,0.815,-10.498,11.536,13.245
0.168,0.036,0.736,-10.742,10.010,13.123
0.223,0.050,0.656,1.709,8.057,13.611
0.267,0.065,0.559,17.517,8.118,13.916
0.302,0.081,0.422,28.015,12.146,15.320
0.339,0.113,0.189,26.550,19.104,17.639
0.241,0.065,-0.143,15.564,27.161,18.433
0.034,-0.124,-0.626,-8.667,33.875,21.545
-0.266,-0.183,-1.139,-29.602,23.987,35.889
-0.541,-0.116,-1.624,-45.898,-8.911,53.528
-0.686,0.102,-1.997,-39.490,-63.416,60.730
-0.668,0.411,-2.093,-11.841,-135.254,55.420
-0.580,0.886,-1.808,-5.981,-209.778,32.471
-0.367,0.999,-1.143,-26.794,-267.212,-30.579
-0.191,1.261,-0.507,-72.266,-281.128,-62.439
-0.073,1.268,0.246,-129.944,-269.165,-64.392
-0.125,1.173,0.970,-212.585,-246.277,-82.458
-0.237,0.881,1.687,-251.770,-208.374,-90.576
-0.491,0.409,2.283,-238.647,-171.265,-89.600
-0.735,-0.003,2.729,-219.543,-135.986,-79.712
-0.991,-0.292,2.830,-190.430,-69.031,-51.025
-0.847,-0.627,2.768,-138.550,-27.771,-20.264
-0.910,-0.541,2.871,-63.354,-26.489,42.603
-0.761,-0.270,2.884,-11.536,-39.307,96.008
-0.568,0.079,2.862,18.738,-39.368,128.540
-0.433,0.321,2.951,49.377,-37.842,131.836
-0.298,0.474,3.056,65.308,-19.287,122.559
-0.223,0.528,3.153,68.481,18.372,100.708
-0.117,0.476,3.160,68.665,41.565,70.679
-0.008,0.263,3.178,68.176,38.818,28.442
-0.024,0.087,3.193,32.166,49.561,-9.033
-0.061,0.067,3.052,-24.109,74.341,-25.208
-0.121,0.089,2.807,-49.561,97.839,-29.846
-0.151,0.105,2.522,-36.377,111.206,-28.137
-0.156,0.115,2.209,-20.203,121.582,-24.414
-0.193,0.121,1.957,-1.099,124.084,-19.165
-0.180,0.172,1.712,16.418,120.850,-15.686
-0.170,0.222,1.451,36.865,117.920,-15.442
-0.116,0.335,1.215,60.303,111.755,-18.311
-0.050,0.427,1.002,81.482,100.464,-26.367
0.044,0.459,0.846,105.103,86.548,-39.368
0.127,0.504,0.711,117.737,76.111,-52.124
0.140,0.477,0.622,118.958,69.641,-67.688
0.192,0.366,0.504,113.403,67.871,-84.595
0.175,0.377,0.416,107.544,62.927,-61.768
0.159,0.328,0.335,100.647,57.312,-34.058
0.143,0.260,0.295,85.327,52.856,-26.306
0.132,0.189,0.273,75.378,50.110,-12.817
0.116,0.141,0.244,67.444,45.654,2.136
0.084,0.125,0.211,54.382,40.283,13.611
0.047,0.113,0.167,41.992,31.738,17.395
0.023,0.110,0.158,36.499,18.860,15.930
-0.004,0.119,0.139,27.344,7.629,8.362
-0.029,0.123,0.145,17.639,1.953,-2.808
-0.043,0.114,0.181,12.207,-2.075,-12.756
0.010,0.086,0.261,12.939,-10.010,-17.578
0.039,0.064,0.368,12.085,-17.456,-17.517
0.048,0.042,0.450,7.385,-20.996,-16.113
0.053,0.012,0.530,-0.793,-21.301,-13.855
0.056,-0.001,0.609,-7.507,-18.372,-8.789
0.060,-0.014,0.682,-11.902,-14.893,-4.456
0.068,-0.023,0.740,-15.015,-13.428,-5.066
0.076,-0.039,0.788,-14.893,-10.559,-6.348
0.067,-0.061,0.830,-13.977,-8.118,-8.484
0.057,-0.082,0.855,-13.977,-5.859,-10.498
0.030,-0.097,0.883,-15.198,-3.235,-10.803
0.008,-0.077,0.870,-16.907,-1.465,-9.705
-0.015,-0.081,0.871,-8.423,-2.808,-8.545
-0.027,-0.065,0.858,3.052,-5.066,-7.385
-0.010,-0.048,0.854,17.273,-7.507,-6.836
0.007,-0.025,0.846,20.935,-8.301,-6.531
0.021,-0.003,0.842,11.780,-8.179,-6.897
0.028,0.014,0.846,1.770,-7.812,-6.897
0.029,0.031,0.845,-5.371,-6.592,-5.798
0.046,0.035,0.857,-7.568,-5.859,-5.127
0.048,0.023,0.867,-6.897,-6.104,-5.249
0.044,-0.005,0.898,-5.554,-6.409,-4.944
0.048,-0.013,0.916,-5.981,-6.287,-3.418
0.046,-0.014,0.928,-7.080,-6.226,-1.648
0.055,-0.024,0.952,-7.080,-6.531,-0.366
0.055,-0.024,0.959,-8.972,-6.592,0.732
0.056,-0.017,0.963,-9.888,-7.141,1.709
0.062,-0.020,0.972,-6.470,-8.484,2.014
0.074,-0.027,0.991,-1.831,-10.681,1.099
0.088,-0.011,1.000,-2.014,-11.719,-0.427
0.097,0.015,1.000,-4.700,-12.207,-2.441
0.093,0.022,1.006,-4.700,-12.573,-4.395
0.089,0.019,1.016,-6.042,-11.841,-5.310
0.079,0.023,1.005,-10.925,-9.644,-5.005
0.066,0.011,1.001,-11.902,-7.385,-3.601
0.052,-0.002,0.995,-7.507,-6.592,-0.854
0.040,-0.016,0.986,-3.296,-7.019,0.977
0.033,-0.016,0.983,-3.296,-8.667,1.343
0.045,-0.018,0.999,-3.967,-10.437,1.099
0.060,-0.021,1.011,-3.174,-11.597,0.793
0.071,-0.012,1.013,-3.601,-11.902,0.916
0.071,-0.000,1.009,-5.005,-11.963,1.038
0.078,-0.005,1.016,-4.089,-11.597,0.916
0.090,-0.009,1.022,-3.113,-10.925,1.282
0.094,0.003,1.013,-5.493,-9.277,1.953

0.080,0.015,1.014,10.376,-0.488,0.000
0.086,0.021,1.011,6.348,-0.549,-0.427
0.083,0.032,0.999,3.784,-0.244,-0.549
0.073,0.009,1.002,8.606,-0.488,-0.122
0.066,-0.016,1.020,14.221,-1.709,1.099
0.096,-0.022,1.038,12.695,-2.625,2.502
0.090,-0.018,1.018,4.456,-2.075,3.174
0.069,-0.010,0.998,-2.258,0.427,3.967
0.128,0.004,0.971,-3.052,1.892,6.653
0.163,-0.012,0.985,3.662,0.366,8.179
0.172,-0.026,0.961,5.493,0.793,7.874
0.154,-0.024,0.919,3.418,2.869,8.057
0.164,-0.006,0.862,3.601,4.028,8.301
0.167,-0.004,0.819,6.836,3.052,7.141
0.183,-0.015,0.794,10.742,1.099,4.272
0.187,-0.027,0.771,7.080,0.000,1.831
0.194,-0.022,0.734,0.977,0.244,0.427
0.189,-0.013,0.689,-2.441,0.916,-0.427
0.164,-0.010,0.647,-2.319,1.587,-0.305
0.144,0.002,0.593,-3.174,2.808,0.916
0.127,0.005,0.550,-4.700,3.235,2.625
0.120,0.016,0.497,-8.911,3.052,3.906
0.097,-0.005,0.450,-13.306,3.052,3.723
0.066,-0.046,0.395,-19.714,5.066,5.859
0.039,-0.081,0.282,-33.508,5.981,11.536
0.009,-0.130,0.156,-40.344,3.357,17.578
-0.039,-0.165,0.015,-46.997,-2.075,24.353
-0.152,-0.201,-0.167,-55.237,-10.315,34.668
-0.028,-0.164,-0.448,-55.359,-22.095,44.617
-0.041,-0.098,-0.654,-43.884,-43.762,49.438
-0.133,-0.088,-0.924,-24.109,-57.861,61.768
-0.222,0.051,-1.142,-30.090,-78.003,73.303
-0.305,0.338,-1.398,-55.603,-104.309,77.576
-0.262,0.635,-1.377,-47.119,-162.231,72.205
-0.319,0.902,-0.969,-44.128,-207.642,50.232
-0.380,1.088,-0.398,-50.293,-238.586,12.939
-0.438,1.123,0.277,-66.528,-263.184,-32.410
-0.457,1.109,1.155,-98.572,-275.879,-76.172
-0.599,0.929,2.043,-134.827,-263.672,-105.530
-0.683,0.657,2.985,-170.532,-234.924,-118.286
-0.824,0.310,3.735,-190.979,-188.538,-113.831
-0.599,0.167,3.961,-195.862,-121.826,-74.585
-0.644,0.248,4.000,-156.799,-70.313,18.616
-0.726,0.292,3.932,-102.722,-19.043,71.594
-0.679,0.339,3.638,-42.419,4.456,88.257
-0.810,0.252,3.351,0.122,32.715,78.430
-0.766,0.259,2.983,39.368,67.505,89.111
-0.793,0.341,2.630,68.665,90.027,96.741
-0.664,0.321,2.254,64.392,106.567,32.104
-0.496,0.399,1.840,61.340,107.361,-4.883
-0.387,0.441,1.508,72.632,108.643,-16.296
-0.281,0.538,1.226,80.505,103.027,-16.113
-0.219,0.567,1.009,85.938,97.778,-16.663
-0.185,0.482,0.948,80.505,85.999,-22.949
-0.201,0.375,0.913,49.622,63.232,-30.823
-0.250,0.234,0.905,12.573,50.720,-41.565
-0.320,0.131,0.983,-2.686,44.678,-48.767
-0.271,0.068,1.032,6.592,46.326,-48.401
-0.189,0.046,1.098,32.593,49.072,-46.509
-0.112,0.098,1.130,52.002,55.908,-42.297
-0.065,0.114,1.152,71.350,65.918,-40.100
-0.028,0.093,1.120,91.248,76.538,-36.865
0.041,0.088,1.061,104.248,84.778,-31.189
0.087,0.065,1.037,104.248,70.740,-28.687
0.066,0.131,0.982,74.524,59.753,-22.278
0.044,0.183,0.838,34.912,74.890,-17.151
0.009,0.204,0.756,17.944,75.562,-16.052
-0.040,0.162,0.724,16.602,67.200,-17.029
-0.074,0.100,0.744,15.991,57.251,-16.724
-0.096,0.069,0.753,16.052,50.171,-13.245
-0.099,0.037,0.769,23.682,46.448,-8.728
-0.064,-0.002,0.788,31.921,44.556,-4.395
-0.032,-0.013,0.780,31.311,43.823,-0.977
0.008,-0.001,0.759,25.085,42.847,0.488
0.036,0.016,0.723,22.400,40.649,1.038
0.058,0.044,0.684,24.048,36.926,1.343
0.100,0.079,0.665,23.376,32.959,1.099
0.113,0.106,0.636,17.700,29.724,1.038
0.110,0.120,0.613,8.911,26.978,0.427
0.111,0.124,0.610,1.953,25.085,0.000
0.109,0.123,0.614,-0.427,24.170,2.563
0.105,0.098,0.630,-1.038,23.193,5.310
0.109,0.065,0.655,-4.944,22.095,6.287
0.111,0.068,0.650,-11.353,20.996,6.958
0.134,0.066,0.651,-10.071,18.494,6.042
0.152,0.050,0.660,-4.089,14.648,3.723
0.150,0.040,0.678,-3.113,10.681,1.587
0.147,0.049,0.683,-6.042,8.911,0.671
0.141,0.064,0.673,-4.700,8.240,0.244
0.127,0.078,0.678,0.977,5.859,0.732
0.120,0.098,0.678,5.005,2.686,1.221
0.112,0.107,0.678,5.676,-0.610,0.854
0.118,0.111,0.690,4.639,-3.113,0.366
0.138,0.130,0.695,0.488,-4.028,0.854
0.152,0.142,0.714,-2.930,-5.615,-0.183
0.156,0.141,0.746,-6.348,-8.118,-3.296
0.153,0.117,0.799,-7.629,-10.010,-6.348
0.134,0.086,0.844,-8.667,-9.033,-7.629
0.111,0.056,0.888,-9.216,-7.202,-6.592
0.101,0.048,0.909,-9.216,-6.104,-4.883
0.100,0.028,0.947,-5.554,-6.470,-2.808
0.122,0.026,0.970,-1.953,-7.019,-0.671
0.151,0.036,0.992,1.160,-7.141,0.916
0.160,0.047,1.008,-0.977,-7.141,0.793
0.171,0.072,1.002,-8.362,-6.714,-0.183
0.177,0.079,0.997,-8.850,-6.042,-1.099
0.169,0.075,0.998,-2.625,-5.554,-0.916
0.159,0.072,0.990,2.075,-4.150,-0.122
0.152,0.073,0.975,2.502,-2.197,0.916
0.140,0.081,0.951,0.854,-0.610,1.770
0.120,0.079,0.946,1.709,0.183,1.953
0.103,0.082,0.944,0.916,0.427,2.014
0.109,0.079,0.942,-0.549,-0.916,1.343
0.112,0.064,0.952,-0.549,-2.563,0.244
0.120,0.069,0.950,-1.160,-3.540,-0.427
0.147,0.075,0.956,0.122,-4.822,-0.977
0.164,0.073,0.966,4.883,-6.348,-1.526
0.180,0.068,0.973,6.775,-6.958,-2.625
0.172,0.057,0.981,4.639,-6.775,-3.235

0.169,0.073,0.986,4.883,0.488,-3.052
0.188,0.078,0.991,6.042,-0.732,-4.395
0.169,0.078,0.992,8.301,-0.671,-5.798
0.177,0.078,0.984,12.817,-0.244,-6.531
0.175,0.069,0.978,19.470,0.549,-6.653
0.178,0.065,0.972,25.513,1.160,-6.409
0.190,0.060,0.960,29.114,2.075,-6.409
0.204,0.033,0.974,31.555,2.808,-7.080
0.178,0.026,0.982,23.865,4.333,-7.935
0.252,0.018,0.993,18.066,6.409,-8.484
0.213,0.018,0.964,10.559,8.301,-9.888
0.203,0.021,0.958,5.066,9.399,-10.193
0.193,-0.004,0.963,15.869,8.972,-8.545
0.169,-0.029,0.970,27.466,10.437,-9.705
0.158,-0.016,0.942,28.625,13.794,-8.362
0.147,-0.007,0.915,28.687,16.113,-5.859
0.139,-0.025,0.913,30.762,16.846,-4.272
0.128,-0.032,0.902,24.536,18.860,-2.686
0.128,-0.037,0.877,12.451,22.278,0.183
0.139,-0.078,0.834,10.681,26.123,4.211
0.161,-0.100,0.756,11.536,31.433,9.949
0.120,-0.193,0.612,8.911,38.757,17.334
0.065,-0.299,0.379,6.042,44.678,31.128
-0.026,-0.316,0.069,-7.141,43.518,52.673
-0.172,-0.152,-0.368,-25.391,31.250,73.669
-0.381,-0.057,-0.966,-28.809,11.719,81.787
-0.537,0.020,-1.456,-29.297,-25.696,90.027
-0.639,0.218,-1.918,-32.959,-72.083,96.619
-0.611,0.445,-2.078,-54.688,-129.822,94.727
-0.266,0.681,-1.745,-62.256,-203.308,73.975
-0.041,0.833,-1.215,-63.721,-244.751,65.552
0.117,1.106,-0.781,-74.219,-259.766,49.500
0.104,1.216,-0.306,-109.070,-281.494,9.277
-0.082,1.343,0.251,-148.743,-284.912,-26.917
-0.197,1.272,0.768,-173.401,-265.869,-51.636
-0.348,0.985,1.406,-192.322,-248.108,-73.303
-0.477,0.641,2.024,-222.656,-214.600,-75.623
-0.869,0.212,2.559,-264.771,-169.556,-57.800
-0.791,0.176,2.729,-253.052,-134.766,-1.892
-0.949,0.102,3.280,-149.841,-154.480,82.825
-0.910,0.181,3.476,-69.458,-130.371,118.835
-0.856,0.196,3.650,-17.151,-89.417,130.310
-0.806,0.113,3.713,19.653,-56.030,119.812
-0.881,0.097,3.732,54.382,-15.503,108.765
-0.746,0.009,3.630,60.486,16.846,63.232
-0.613,0.060,3.490,71.045,32.227,38.147
-0.521,0.132,3.245,92.102,72.327,40.161
-0.451,0.120,2.995,126.160,104.736,52.979
-0.409,0.108,2.720,146.118,132.019,63.171
-0.365,0.136,2.425,137.085,148.987,67.627
-0.323,0.217,2.077,101.563,152.649,57.617
-0.302,0.369,1.748,59.326,146.973,38.330
-0.271,0.483,1.434,48.157,137.451,19.836
-0.219,0.564,1.152,51.941,129.822,3.723
-0.170,0.631,0.882,52.490,121.155,-10.742
-0.107,0.683,0.678,53.833,109.436,-26.062
-0.034,0.667,0.527,56.091,96.863,-44.067
0.031,0.639,0.415,54.443,86.914,-61.462
0.090,0.607,0.355,51.331,79.956,-76.782
0.117,0.540,0.317,53.406,77.454,-87.280
0.140,0.481,0.298,64.270,79.041,-88.257
0.147,0.407,0.301,76.782,77.271,-84.473
0.152,0.308,0.320,84.900,78.186,-75.012
0.148,0.225,0.338,83.252,77.576,-58.838
0.136,0.173,0.280,67.017,69.519,-42.786
0.116,0.155,0.314,51.331,46.082,-34.363
0.098,0.125,0.336,40.894,31.189,-29.236
0.076,0.108,0.366,30.640,18.738,-27.405
0.050,0.071,0.408,14.404,5.310,-29.968
0.037,0.053,0.497,3.296,-7.446,-33.142
0.039,0.041,0.570,2.991,-14.954,-34.058
0.048,0.018,0.636,7.324,-16.296,-34.607
0.047,-0.030,0.710,2.869,-12.024,-35.828
0.045,-0.057,0.735,-11.353,-3.296,-35.095
0.043,-0.074,0.755,-21.179,6.592,-27.832
0.036,-0.071,0.747,-26.123,22.034,-12.756
0.023,-0.098,0.765,-19.287,24.475,-8.606
0.038,-0.101,0.775,-12.390,23.193,-4.883
0.045,-0.105,0.784,-4.944,22.095,-2.441
0.029,-0.109,0.813,1.343,15.686,-4.639
0.039,-0.085,0.820,-4.395,15.076,-2.563
0.022,-0.073,0.832,-14.221,12.939,-2.563
0.017,-0.080,0.866,-15.198,7.996,-4.883
0.022,-0.107,0.911,-11.047,5.310,-4.700
0.040,-0.102,0.923,-11.536,5.493,-3.418
0.068,-0.077,0.927,-9.521,5.249,-3.052
0.090,-0.067,0.929,-4.211,6.287,-2.563
0.103,-0.048,0.921,-2.197,5.676,-3.296
0.113,-0.032,0.915,-6.592,5.371,-3.052
0.100,-0.004,0.883,-13.245,6.226,-1.953
0.092,0.028,0.856,-12.268,5.249,-1.160
0.098,0.068,0.841,-4.822,2.502,-0.061
0.114,0.093,0.842,2.380,-0.793,1.038
0.116,0.101,0.848,4.456,-2.869,1.099
0.117,0.098,0.867,3.967,-3.845,1.404
0.108,0.109,0.876,3.418,-2.747,2.258
0.106,0.123,0.884,0.916,-1.465,3.174
0.120,0.141,0.892,-3.601,-0.793,3.174
0.129,0.143,0.918,-6.470,-0.793,2.563
0.139,0.140,0.925,-10.559,-0.549,0.793
0.150,0.118,0.940,-10.681,-1.526,-1.953
0.161,0.078,0.961,-7.446,-3.418,-3.784
0.129,0.058,0.959,-7.690,-5.005,-4.333
0.142,0.040,0.972,-3.357,-6.653,-4.272
0.119,0.021,0.996,-1.221,-7.812,-3.906
0.105,0.035,0.993,-9.583,-7.080,-3.113
0.095,0.048,0.986,-12.146,-6.836,-2.441
0.083,0.044,0.990,-5.920,-7.263,-2.686
0.080,0.022,1.008,0.977,-8.362,-2.991
0.093,0.022,1.004,-0.610,-7.874,-2.686
0.117,0.038,0.993,-5.066,-7.446,-2.197
0.133,0.036,0.989,0.305,-7.629,-2.136
0.144,0.026,0.997,7.751,-8.789,-2.197
0.156,0.023,0.998,7.874,-8.667,-2.197
0.157,0.033,0.991,2.014,-7.080,-1.770
0.143,0.051,0.970,-4.700,-5.371,-1.892
0.129,0.067,0.942,-6.897,-4.333,-2.563
0.129,0.073,0.926,-3.418,-4.211,-3.357
0.129,0.062,0.923,1.953,-5.127,-4.150

0.222,0.032,1.060,1.465,14.099,4.517
0.225,0.031,1.040,5.005,14.954,3.601
0.226,0.049,1.003,2.869,16.296,2.197
0.208,0.044,0.985,0.061,17.639,0.183
0.199,0.043,0.967,-0.122,18.066,-0.732
0.193,0.017,0.984,3.723,17.578,-1.282
0.184,-0.020,0.987,4.944,18.250,-0.854
0.150,-0.032,0.975,2.625,18.982,1.709
0.173,-0.028,0.943,4.211,19.043,4.150
0.167,-0.051,0.942,12.512,18.066,5.981
0.182,-0.036,0.926,18.738,16.479,7.996
0.203,-0.003,0.896,17.761,16.235,8.972
0.218,0.005,0.862,17.822,16.479,9.155
0.222,0.018,0.840,18.494,16.357,10.742
0.230,0.042,0.810,14.038,17.212,11.353
0.237,0.055,0.784,10.010,17.456,10.864
0.228,0.089,0.743,2.075,17.700,8.972
0.229,0.109,0.719,-2.563,17.578,6.287
0.241,0.112,0.708,-0.610,17.273,3.662
0.239,0.111,0.704,-0.488,16.724,1.892
0.228,0.098,0.695,-3.601,17.090,0.854
0.204,0.078,0.659,-8.362,18.494,1.038
0.189,0.050,0.617,-11.902,18.738,2.625
0.197,0.001,0.547,-14.771,18.066,6.165
0.218,-0.025,0.429,-23.376,16.785,11.230
0.165,0.039,0.256,-33.508,13.733,16.418
0.128,-0.053,-0.026,-27.405,-3.113,11.475
-0.002,-0.039,-0.254,-41.260,-38.330,1.099
-0.190,0.123,-0.839,-106.384,-32.532,1.099
-0.401,0.272,-1.367,-166.687,-62.256,-4.517
-0.567,0.293,-1.863,-239.624,-100.098,-4.944
-0.578,0.269,-2.030,-320.251,-146.240,7.080
-0.459,0.337,-1.749,-411.560,-206.482,14.038
-0.394,0.486,-1.354,-490.784,-237.000,32.104
-0.331,0.724,-0.871,-482.178,-238.464,61.279
-0.303,0.984,-0.420,-357.056,-242.371,75.317
-0.310,1.284,0.269,-190.735,-267.700,58.655
-0.448,1.387,1.134,-36.377,-274.902,23.376
-0.386,1.124,1.986,51.514,-231.445,-8.789
-0.616,0.939,2.705,94.360,-196.228,29.663
-0.448,0.743,3.281,100.098,-198.425,91.736
-0.505,0.693,3.507,78.491,-133.606,123.535
-0.692,0.554,3.693,86.670,-75.195,120.605
-0.928,0.369,3.933,165.833,-47.485,126.648
-0.740,0.022,3.539,338.013,-63.904,166.443
-0.788,-0.168,3.421,367.676,-41.077,163.391
-0.796,-0.371,3.517,293.213,10.193,98.145
-0.564,-0.295,3.199,193.237,46.326,84.717
-0.407,-0.140,3.010,129.761,67.261,85.510
-0.300,0.070,2.786,90.942,96.130,79.041
-0.141,0.270,2.459,77.087,122.559,74.158
-0.019,0.413,2.185,81.848,125.305,64.880
0.043,0.468,1.955,75.012,119.690,42.297
0.049,0.516,1.691,51.147,113.037,13.489
0.035,0.606,1.410,24.292,104.248,-10.559
0.006,0.635,1.112,9.583,94.666,-30.029
0.030,0.628,0.899,7.263,82.214,-47.546
0.060,0.602,0.741,2.686,68.115,-62.622
0.044,0.552,0.609,1.953,54.688,-73.547
0.049,0.457,0.547,7.751,46.631,-84.534
0.060,0.363,0.490,10.498,43.213,-90.576
0.054,0.348,0.446,9.277,41.138,-88.013
0.039,0.300,0.430,10.620,42.725,-89.966
0.034,0.260,0.438,24.597,48.157,-92.529
0.056,0.239,0.437,52.307,53.833,-79.346
0.082,0.221,0.464,76.477,60.608,-60.608
0.097,0.198,0.504,83.130,71.472,-41.931
0.109,0.159,0.535,77.209,82.886,-24.597
0.108,0.106,0.555,60.181,92.957,-9.888
0.106,0.058,0.592,32.715,96.619,-1.404
0.105,0.019,0.599,12.817,89.783,3.418
0.076,-0.032,0.630,-6.470,82.336,3.662
0.035,-0.061,0.636,-14.893,72.266,0.183
0.044,-0.082,0.607,-34.729,63.477,-5.066
-0.016,-0.034,0.680,-75.500,69.092,-14.893
0.015,-0.033,0.655,-66.101,62.378,-20.874
0.025,-0.015,0.648,-48.462,50.842,-22.827
0.050,0.051,0.669,-44.556,45.227,-25.208
0.085,0.044,0.667,-25.391,26.001,-25.574
0.103,0.032,0.657,-21.545,21.729,-20.264
0.114,0.032,0.686,-27.893,22.034,-16.113
0.134,0.009,0.714,-25.513,17.456,-10.681
0.126,0.016,0.764,-22.888,14.404,-7.019
0.138,0.009,0.800,-20.752,11.414,-3.784
0.152,0.003,0.814,-17.273,11.475,-1.038
0.145,-0.002,0.810,-14.465,14.221,1.038
